ingredient_group,recipe,recipe_new,order,technique,url
arrautza,Trufazko txokolate tarta,trufazko_txokolate_tarta,azkenburukoak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Trufazko_txokolate_tarta
arrautza,Txekor muturrak bizkaitar saltsan,txekor_muturrak_bizkaitar_saltsan,bigarren platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txekor_muturrak_bizkaitar_saltsan
arrautza,Txokolate gailetak,txokolate_gailetak,azkenburukoak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txokolate_gailetak
arrautza,Txokolatezko bizkotxo eta marrubi kopa,txokolatezko_bizkotxo_eta_marrubi_kopa,azkenburukoak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txokolatezko_bizkotxo_eta_marrubi_kopa
arrautza,Txokolatezko boilur tarta,txokolatezko_boilur_tarta,azkenburukoak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txokolatezko_boilur_tarta
arrautza,Txokolatezko krepeak,txokolatezko_krepeak,azkenburukoak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txokolatezko_krepeak
arrautza,Udaberri edo ziza hori nahaskia,udaberri_edo_ziza_hori_nahaskia,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Udaberri_edo_ziza_hori_nahaskia
arrautza,Zainzuri freskoak udaberriko olio ozpinarekin,zainzuri_freskoak_udaberriko_olio_ozpinarekin,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Zainzuri_freskoak_udaberriko_olio_ozpinarekin
arrautza,"Zainzuri frijituak, ziazerba kremarekin",zainzuri_frijituak_ziazerba_kremarekin,lehen platerak,frijitu,"https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Zainzuri_frijituak,_ziazerba_kremarekin"
arrautza,“ Tomate nahaskia,tomate_nahaskia,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/%E2%80%9C_Tomate_nahaskia
arroza,Arroz beltza,arroz_beltza,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Arroz_beltza
arroza,Arroz entsalada,arroz_entsalada,,entsalada,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Arroz_entsalada
arroza,Arroz esnea,arroz_esnea,azkenburukoak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Arroz_esnea
arroza,Arroz esnea 2,arroz_esnea2,azkenburukoak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Arroz_esnea_2
arroza,Arroz hindua,arroz_hindua,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Arroz_hindua
arroza,"Arroz odolkia, piper eta galeper arrautzekin",arroz_odolkia_piper_eta_galeper_arrautzekin,lehen platerak,,"https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Arroz_odolkia,_piper_eta_galeper_arrautzekin"
arroza,Arroz osoa barazki salteatuekin,arroz_osoa_barazki_salteatuekin,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Arroz_osoa_barazki_salteatuekin
arroza,Arroz osoa barazkiekin,arroz_osoa_barazkiekin,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Arroz_osoa_barazkiekin
arroza,Arroz txuria,arroz_txuria,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Arroz_txuria
arroza,Arroz zopa,arroz_zopa,,zopak,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Arroz_zopa
arroza,Arroz zuri egosia,arroz_zuri_egosia,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Arroz_zuri_egosia
arroza,Arroz zuria txirlekin,arroz_zuria_txirlekin,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Arroz_zuria_txirlekin
arroza,Arroz-odolki kruxpetak,arroz-odolki_kruxpetak,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Arroz-odolki_kruxpetak
arroza,Arroza abakandoarekin,arroza_abakandoarekin,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Arroza_abakandoarekin
arroza,Arroza barazkiekin,arroza_barazkiekin,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Arroza_barazkiekin
arroza,Arroza japoniar eran egosia,arroza_japoniar_eran_egosia,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Arroza_japoniar_eran_egosia
arroza,Arroza oilasko eta curryarekin,arroza_oilasko_eta_curryarekin,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Arroza_oilasko_eta_curryarekin
arroza,Arroza oilaskoarekin,arroza_oilaskoarekin,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Arroza_oilaskoarekin
arroza,Arroza Txibiekin,arroza_txibiekin,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Arroza_Txibiekin
arroza,Arroza txipiroiekin,arroza_txipiroiekin,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Arroza_txipiroiekin
arroza,Arroza Txipiroiekin,arroza_txipiroiekin,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Arroza_Txipiroiekin
arroza,Arrozezko odolki kruxpetak piper kremarekin,arrozezko_odolki_kruxpetak_piper_kremarekin,lehen platerak,kremak,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Arrozezko_odolki_kruxpetak_piper_kremarekin
arroza,Askotariko paella,askotariko_paella,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Askotariko_paella
arroza,"Bakailao konfitatua, basmati arrozarekin eta ziazerbekin",bakailao_konfitatua_basmati_arrozarekin_eta_ziazerbekin,bigarren platerak,,"https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Bakailao_konfitatua,_basmati_arrozarekin_eta_ziazerbekin"
arroza,Barazki eta otarrainxka risottoa,barazki_eta_otarrainxka_risottoa,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Barazki_eta_otarrainxka_risottoa
arroza,Barazki eta txipiroi risotoa,barazki_eta_txipiroi_risottoa,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Barazki_eta_txipiroi_risotoa
arroza,Barazki eta txipiroi risottoa,barazki_eta_txipiroi_risottoa,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Barazki_eta_txipiroi_risottoa
arroza,Barazki eta zapo risotoa,barazki_eta_zapo_risottoa,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Barazki_eta_zapo_risotoa
arroza,Basa arroza barazkiekin,basa_arroza_barazkiekin,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Basa_arroza_barazkiekin
arroza,"Basa arroza, arroz zuriarekin",basa_arroza_arroz_zuriarekin,,,"https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Basa_arroza,_arroz_zuriarekin"
arroza,Basmati arroza entsaladan,basmati_arroza_entsaladan,lehen platerak,entsalada,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Basmati_arroza_entsaladan
arroza,Erreboiloa basmati arrozarekin eta lekekin,erreboiloa_basmati_arrozarekin_eta_lekekin,bigarren platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Erreboiloa_basmati_arrozarekin_eta_lekekin
arroza,Fouti arroza,fouti_arroza,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Fouti_arroza
arroza,Hiru gutiziko arroza,hiru_gutiziko_arroza,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Hiru_gutiziko_arroza
arroza,Itsas paella,itsas_paella,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Itsas_paella
arroza,Itsaski paella,itsaski_paella,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Itsaski_paella
arroza,Lurrunetan eginiko arroza,lurrunetan_eginiko_arroza,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Lurrunetan_eginiko_arroza
arroza,"Orburua, arroz odolkia eta arrautza gorringoa plantxan",orburua_arroz_odolkia_eta_arrautza_gorringoa_plantxan,lehen platerak,plantxan,"https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Orburua,_arroz_odolkia_eta_arrautza_gorringoa_plantxan"
arroza,Paella Valentziarra,paella_valentziarra,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Paella_Valentziarra
arroza,Sushi egiteko ozpina,sushi_egiteko_ozpina,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Sushi_egiteko_ozpina
arroza,Tiramisu moussea arroz esne kremarekin,tiramisu_moussea_arroz_esne_kremarekin,azkenburukoak,kremak,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Tiramisu_moussea_arroz_esne_kremarekin
arroza,"Txanpinoi txapelak plantxan, arroz odolkiarekin",txanpiñoi_txapelak_plantxan_arroz_odolkiarekin,lehen platerak,plantxan,"https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txanpinoi_txapelak_plantxan,_arroz_odolkiarekin"
arroza,Txekor masailak onddoekin eta arrozarekin,txekor_masailak_onddoekin_eta_arrozarekin,bigarren platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txekor_masailak_onddoekin_eta_arrozarekin
barazkia,Ahuntz gazta entsalada,ahuntz_gazta_entsalada,,entsalada,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Ahuntz_gazta_entsalada
barazkia,Arkume izterra labean barazkiekin,arkume_izterra_labean_barazkiekin,bigarren platerak,labekatu,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Arkume_izterra_labean_barazkiekin
barazkia,Arroz entsalada,arroz_entsalada,,entsalada,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Arroz_entsalada
barazkia,Azenario purea,azenario_purea,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Azenario_purea
barazkia,"Bakailao konfitatua, basmati arrozarekin eta ziazerbekin",bakailao_konfitatua_basmati_arrozarekin_eta_ziazerbekin,bigarren platerak,,"https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Bakailao_konfitatua,_basmati_arrozarekin_eta_ziazerbekin"
barazkia,Barazki betegaia,barazki_betegaia,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Barazki_betegaia
barazkia,Barazki budina,barazki_budina,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Barazki_budina
barazkia,Barazki estrudela,barazki_estrudela,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Barazki_estrudela
barazkia,Barazki eta otarrainxka risottoa,barazki_eta_otarrainxka_risottoa,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Barazki_eta_otarrainxka_risottoa
barazkia,Barazki eta txekor azpizun erregosia,barazki_eta_txekor_azpizun_erregosia,lehen platerak,erregosi,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Barazki_eta_txekor_azpizun_erregosia
barazkia,Barazki eta txipiroi entsalada,barazki_eta_txipiroi_entsalada,lehen platerak,entsalada,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Barazki_eta_txipiroi_entsalada
barazkia,Barazki eta txipiroi risotoa,barazki_eta_txipiroi_risottoa,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Barazki_eta_txipiroi_risotoa
barazkia,Barazki eta txipiroi risottoa,barazki_eta_txipiroi_risottoa,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Barazki_eta_txipiroi_risottoa
barazkia,Barazki eta zapo risotoa,barazki_eta_zapo_risottoa,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Barazki_eta_zapo_risotoa
barazkia,Barazki koka,barazki_koka,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Barazki_koka
barazkia,Barazki krepeak,barazki_krepeak,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Barazki_krepeak
barazkia,Barazki lasagna,barazki_lasagna,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Barazki_lasagna
barazkia,Barazki menestra,barazki_menestra,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Barazki_menestra
barazkia,Barazki menestra 2,barazki_menestra2,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Barazki_menestra_2
barazkia,Barazki moussaka,barazki_moussaka,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Barazki_moussaka
barazkia,Barazki panatxea,barazki_panatxea,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Barazki_panatxea
barazkia,Barazki purea,barazki_purea,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Barazki_purea
barazkia,Barazki salda,barazki_salda,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Barazki_salda
barazkia,Barazki salteatua,barazki_salteatua,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Barazki_salteatua
barazkia,Barazki saltsa,barazki_saltsa,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Barazki_saltsa
barazkia,Barazki tortilla,barazki_tortila,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Barazki_tortilla
barazkia,Barazkia tenpuran frijitua,barazkia_tenpuran_frijitua,,frijitu,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Barazkia_tenpuran_frijitua
barazkia,Barazkiak dadotean sueztituak,barazkiak_dadotean_sueztituak,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Barazkiak_dadotean_sueztituak
barazkia,Bruselazak borraja eta urdaiazpikoarekin,bruselazak_borraja_eta_urdaiazpikoarekin,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Bruselazak_borraja_eta_urdaiazpikoarekin
barazkia,Caprese entsalada,caprese_entsalada,,entsalada,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Caprese_entsalada
barazkia,Cesar entsalada,cesar_entsalada,,entsalada,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Cesar_entsalada
barazkia,Erreboiloa basmati arrozarekin eta lekekin,erreboiloa_basmati_arrozarekin_eta_lekekin,bigarren platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Erreboiloa_basmati_arrozarekin_eta_lekekin
barazkia,Erremolatxa egosia,erremolatxa_egosia,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Erremolatxa_egosia
barazkia,Fideua barazki eta muskuiluekin,fideua_barazki_eta_muskuiluekin,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Fideua_barazki_eta_muskuiluekin
barazkia,Fideua otarrainxka eta barazkiekin,fideua_otarrainxka_eta_barazkiekin,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Fideua_otarrainxka_eta_barazkiekin
barazkia,"Fideua, barazki eta otarrainxkekin",fideua_barazki_eta_otarrainxkekin,lehen platerak,,"https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Fideua,_barazki_eta_otarrainxkekin"
barazkia,Frantziar lekak perretxiko eta otarrainxkekin,frantziar_lekak_perretxiko_eta_otarrainxkekin,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Frantziar_lekak_perretxiko_eta_otarrainxkekin
barazkia,Frijitzeko orea,frijitzeko_orea,,frijitu,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Frijitzeko_orea
barazkia,Garaiko barazki burruntzia,garaiko_barazki_burruntzia,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Garaiko_barazki_burruntzia
barazkia,"Hegaluze entsalada, otarrainxka eta piper gorriz eginiko tar-tarrarekin",hegaluze_entsalada_otarrainxka_eta_piper_gorriz_eginiko_tartarrarekin,lehen platerak,entsalada,"https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Hegaluze_entsalada,_otarrainxka_eta_piper_gorriz_eginiko_tar-tarrarekin"
barazkia,"Hegaluze, ahuakate eta piper tartarra",hegaluze_ahuakate_eta_piper_tartarra,bigarren platerak,,"https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Hegaluze,_ahuakate_eta_piper_tartarra"
barazkia,"Hegaluzea Asiako erara, udaberriko entsaladan",hegaluzea_asiako_erara_udaberriko_entsaladan,bigarren platerak,entsalada,"https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Hegaluzea_Asiako_erara,_udaberriko_entsaladan"
barazkia,Hostopil koka,hostopil_koka,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Hostopil_koka
barazkia,Hostopila odolki eta barazkiz beteta,hostopila_odolki_eta_barazkiz_beteta,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Hostopila_odolki_eta_barazkiz_beteta
barazkia,"Kardua, urdaiazpiko eta arrautza eskalfatuarekin",kardua_urdaiazpiko_eta_arrautza_eskalfatuarekin,lehen platerak,,"https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Kardua,_urdaiazpiko_eta_arrautza_eskalfatuarekin"
barazkia,"Legatz xerrak plantxan, barazki eta baratxuri freskoekin",legatz_xerrak_plantxan_barazki_eta_baratxuri_freskoekin,bigarren platerak,plantxan,"https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Legatz_xerrak_plantxan,_barazki_eta_baratxuri_freskoekin"
barazkia,"Legatza plantxan, barazkiekin",legatza_plantxan_barazkiekin,bigarren platerak,plantxan,"https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Legatza_plantxan,_barazkiekin"
barazkia,"Legatza plantxan, kuia txikiarekin eta pipermorroekin",legatza_plantxan_kuia_txikiarekin_eta_pipermorroekin,bigarren platerak,plantxan,"https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Legatza_plantxan,_kuia_txikiarekin_eta_pipermorroekin"
barazkia,Leka eta txanpiak otarrainxkekin,leka_eta_txanpiñoiak_otarrainxkekin,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Leka_eta_txanpiak_otarrainxkekin
barazkia,Leka freskoak txipiroi eta tipula goxatuarekin,leka_freskoak_txipiroi_eta_tipula_goxatuarekin,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Leka_freskoak_txipiroi_eta_tipula_goxatuarekin
barazkia,Odolkiz beteriko brik orriak babarrun kremarekin,odolkiz_beteriko_brik_orriak_baba_kremarekin,lehen platerak,kremak,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Odolkiz_beteriko_brik_orriak_babarrun_kremarekin
barazkia,Olagarro entsalada epela,olagarro_entsalada_epela,lehen platerak,entsalada,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Olagarro_entsalada_epela
barazkia,Otarrainxkaz eta barazkiz beteriko kirriskatsuak,otarrainxkaz_eta_barazkiz_beteriko_kirriskatsuak,lehen platerak,frijitu,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Otarrainxkaz_eta_barazkiz_beteriko_kirriskatsuak
barazkia,Perrexil olio saltsa,perrexil_olio_saltsa,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Perrexil_olio_saltsa
barazkia,Pesto saltsa,pesto_saltsa,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Pesto_saltsa
barazkia,Tabbuleh entsalada,tabbuleh_entsalada,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Tabbuleh_entsalada
barazkia,Tagliatelle freskoak barazki eta curryarekin,tagliatelle_freskoak_barazki_eta_curryarekin,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Tagliatelle_freskoak_barazki_eta_curryarekin
barazkia,Tuterako kukuluak brie gazta eta txipiroiekin,tuterako_kukuluak_brie_gazta_eta_txipiroiekin,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Tuterako_kukuluak_brie_gazta_eta_txipiroiekin
barazkia,Txekor azpizuna txanpiñoi eta curryarekin,txekor_azpizuna_txanpiñoi_eta_curryarekin,bigarren platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txekor_azpizuna_txanpi%C3%B1oi_eta_curryarekin
barazkia,"Txekor tripaki eta muturrak, Bizkaiko saltsan",txekor_tripaki_eta_muturrak_bizkaiko_saltsan,bigarren platerak,,"https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txekor_tripaki_eta_muturrak,_Bizkaiko_saltsan"
barazkia,Txipiroiak plantxan tipula goxatu eta letxugarekin,txipiroiak_plantxan_tipula_goxatu_eta_letxugarekin,lehen platerak,plantxan,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txipiroiak_plantxan_tipula_goxatu_eta_letxugarekin
barazkia,"Txitxarroa plantxan piper erre, tipula eta gari zainzuriekin",txitxarroa_plantxan_piper_erre_tipula_eta_gari_zainzuriekin,bigarren platerak,plantxan,"https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txitxarroa_plantxan_piper_erre,_tipula_eta_gari_zainzuriekin"
barazkia,Udaberriko txinatar biribilkiak,udaberriko_txinatar_biribilkiak,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Udaberriko_txinatar_biribilkiak
barazkia,Udako entsalada,udako_entsalada,lehen platerak,entsalada,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Udako_entsalada
barraskiloak,Barraskilo salteatuak,barraskilo_salteatuak,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Barraskilo_salteatuak
barraskiloak,Barraskiloak bizkaitar erara,barraskiloak_bizkaitar_erara,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Barraskiloak_bizkaitar_erara
barraskiloak,Barraskiloak parrillan,barraskiloak_parrilan,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Barraskiloak_parrillan
esnekiak,Arroz esnea 2,arroz_esnea2,azkenburukoak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Arroz_esnea_2
esnekiak,Esne frijitua,esne_frijitua,azkenburukoak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Esne_frijitua
esnekiak,Esne frijituak,esne_frijituak,azkenburukoak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Esne_frijituak
esnekiak,Gazta eta urdai egosi frijituak,gazta_eta_urdai_egosi_frijituak,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Gazta_eta_urdai_egosi_frijituak
esnekiak,Gazta izozkia,gazta_izozkia,azkenburukoak,kremak,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Gazta_izozkia
esnekiak,Gazta krema,gazta_krema,,kremak,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Gazta_krema
esnekiak,Gazta kroketak,gazta_kroketak,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Gazta_kroketak
esnekiak,Gazta tarta labean,gazta_tarta_labean,azkenburukoak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Gazta_tarta_labean
esnekiak,Gazta tarta mugurdi mermeladarekin,gazta_tarta_mugurdi_mermeladarekin,azkenburukoak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Gazta_tarta_mugurdi_mermeladarekin
esnekiak,Gazta urdin kanape edo pintxoa,gazta_urdin_kanape_edo_pintxoa,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Gazta_urdin_kanape_edo_pintxoa
esnekiak,Gazta urdin krema kanapea,gazta_urdin_krema_kanapea,,kremak,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Gazta_urdin_krema_kanapea
esnekiak,Gaztaz beteriko ravioliak txanpiñoi eta txirla kremarekin,gaztaz_beteriko_ravioliak_txanpiñoi_eta_txirla_kremarekin,lehen platerak,kremak,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Gaztaz_beteriko_ravioliak_txanpi%C3%B1oi_eta_txirla_kremarekin
fruta,Ananaz beteriko krepeak,ananaz_beteriko_krepeak,azkenburukoak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Ananaz_beteriko_krepeak
fruta,Baso fruituen saltsa,baso_fruituen_saltsa,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Baso_fruituen_saltsa
fruta,Etxeko bizkotxoa marrubiekin eta esne gainarekin,etxeko_bizkotxoa_marrubiekin_eta_esne_gainarekin,azkenburukoak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Etxeko_bizkotxoa_marrubiekin_eta_esne_gainarekin
fruta,Fruta gelatina bainua,fruta_gelatina_bainua,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Fruta_gelatina_bainua
fruta,Fruta mazedonia,fruta_mazedonia,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Fruta_mazedonia
fruta,Fruta moussea,fruta_moussea,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Fruta_moussea
fruta,Guakamole txalupa otarrainxkekin,guakamole_txalupa_otarrainxkekin,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Guakamole_txalupa_otarrainxkekin
fruta,Guakamolea,guakamolea,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Guakamolea
fruta,Guakamoleta,guakamolea,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Guakamoleta
fruta,Irasagarra 2,irasagarra2,azkenburukoak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Irasagarra_2
fruta,Marrubi eta kremazko hostopilak,marrubi_eta_kremazko_hostopilak,azkenburukoak,kremak,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Marrubi_eta_kremazko_hostopilak
fruta,Marrubi gelatina,marrubi_gelatina,azkenburukoak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Marrubi_gelatina
