ingredient_group,recipe,order,technique,url
arroza,Askotariko paella,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Askotariko_paella
arroza,"Bakailao konfitatua, basmati arrozarekin eta ziazerbekin",bigarren platerak,,"https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Bakailao_konfitatua,_basmati_arrozarekin_eta_ziazerbekin"
arroza,Barazki eta otarrainxka risottoa,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Barazki_eta_otarrainxka_risottoa
arroza,Barazki eta txipiroi risotoa,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Barazki_eta_txipiroi_risotoa
arroza,Barazki eta txipiroi risottoa,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Barazki_eta_txipiroi_risottoa
arroza,Barazki eta zapo risotoa,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Barazki_eta_zapo_risotoa
arroza,Basa arroza barazkiekin,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Basa_arroza_barazkiekin
arroza,"Basa arroza, arroz zuriarekin",,,"https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Basa_arroza,_arroz_zuriarekin"
arroza,Basmati arroza entsaladan,lehen platerak,entsalada,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Basmati_arroza_entsaladan
arroza,Erreboiloa basmati arrozarekin eta lekekin,bigarren platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Erreboiloa_basmati_arrozarekin_eta_lekekin
arroza,Fouti arroza,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Fouti_arroza
arroza,Hiru gutiziko arroza,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Hiru_gutiziko_arroza
arroza,Itsas paella,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Itsas_paella
arroza,Itsaski paella,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Itsaski_paella
arroza,Lurrunetan eginiko arroza,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Lurrunetan_eginiko_arroza
arroza,"Orburua, arroz odolkia eta arrautza gorringoa plantxan",lehen platerak,plantxan,"https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Orburua,_arroz_odolkia_eta_arrautza_gorringoa_plantxan"
arroza,Paella Valentziarra,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Paella_Valentziarra
arroza,Sushi egiteko ozpina,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Sushi_egiteko_ozpina
arroza,Tiramisu moussea arroz esne kremarekin,azkenburukoak,kremak,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Tiramisu_moussea_arroz_esne_kremarekin
arroza,"Txanpinoi txapelak plantxan, arroz odolkiarekin",lehen platerak,plantxan,"https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txanpinoi_txapelak_plantxan,_arroz_odolkiarekin"
arroza,Txekor masailak onddoekin eta arrozarekin,bigarren platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txekor_masailak_onddoekin_eta_arrozarekin
barazkia,Ahuntz gazta entsalada,,entsalada,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Ahuntz_gazta_entsalada
barazkia,Arkume izterra labean barazkiekin,bigarren platerak,labekatu,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Arkume_izterra_labean_barazkiekin
barazkia,Arroz entsalada,,entsalada,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Arroz_entsalada
barazkia,Azenario purea,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Azenario_purea
barazkia,"Bakailao konfitatua, basmati arrozarekin eta ziazerbekin",bigarren platerak,,"https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Bakailao_konfitatua,_basmati_arrozarekin_eta_ziazerbekin"
barazkia,Barazki betegaia,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Barazki_betegaia
barazkia,Barazki budina,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Barazki_budina
barazkia,Barazki estrudela,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Barazki_estrudela
barazkia,Barazki eta otarrainxka risottoa,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Barazki_eta_otarrainxka_risottoa
barazkia,Barazki eta txekor azpizun erregosia,lehen platerak,erregosi,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Barazki_eta_txekor_azpizun_erregosia
barazkia,Barazki eta txipiroi entsalada,lehen platerak,entsalada,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Barazki_eta_txipiroi_entsalada
barazkia,Barazki eta txipiroi risotoa,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Barazki_eta_txipiroi_risotoa
barazkia,Barazki eta txipiroi risottoa,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Barazki_eta_txipiroi_risottoa
barazkia,Barazki eta zapo risotoa,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Barazki_eta_zapo_risotoa
barazkia,Barazki koka,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Barazki_koka
barazkia,Barazki krepeak,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Barazki_krepeak
barazkia,Barazki lasagna,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Barazki_lasagna
barazkia,Barazki menestra,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Barazki_menestra
barazkia,Barazki menestra 2,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Barazki_menestra_2
barazkia,Barazki moussaka,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Barazki_moussaka
barazkia,Barazki panatxea,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Barazki_panatxea
barazkia,Barazki purea,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Barazki_purea
barazkia,Barazki salda,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Barazki_salda
barazkia,Barazki salteatua,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Barazki_salteatua
barazkia,Barazki saltsa,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Barazki_saltsa
barazkia,Barazki tortilla,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Barazki_tortilla
barazkia,Barazkia tenpuran frijitua,,frijitu,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Barazkia_tenpuran_frijitua
barazkia,Barazkiak dadotean sueztituak,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Barazkiak_dadotean_sueztituak
barazkia,Bruselazak borraja eta urdaiazpikoarekin,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Bruselazak_borraja_eta_urdaiazpikoarekin
barazkia,Caprese entsalada,,entsalada,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Caprese_entsalada
barazkia,Cesar entsalada,,entsalada,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Cesar_entsalada
barazkia,Erreboiloa basmati arrozarekin eta lekekin,bigarren platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Erreboiloa_basmati_arrozarekin_eta_lekekin
barazkia,Erremolatxa egosia,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Erremolatxa_egosia
barazkia,Fideua barazki eta muskuiluekin,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Fideua_barazki_eta_muskuiluekin
barazkia,Fideua otarrainxka eta barazkiekin,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Fideua_otarrainxka_eta_barazkiekin
barazkia,"Fideua, barazki eta otarrainxkekin",lehen platerak,,"https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Fideua,_barazki_eta_otarrainxkekin"
barazkia,Frantziar lekak perretxiko eta otarrainxkekin,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Frantziar_lekak_perretxiko_eta_otarrainxkekin
barazkia,Frijitzeko orea,,frijitu,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Frijitzeko_orea
barazkia,Garaiko barazki burruntzia,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Garaiko_barazki_burruntzia
barazkia,"Hegaluze entsalada, otarrainxka eta piper gorriz eginiko tar-tarrarekin",lehen platerak,entsalada,"https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Hegaluze_entsalada,_otarrainxka_eta_piper_gorriz_eginiko_tar-tarrarekin"
barazkia,"Hegaluze, ahuakate eta piper tartarra",bigarren platerak,,"https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Hegaluze,_ahuakate_eta_piper_tartarra"
barazkia,"Hegaluzea Asiako erara, udaberriko entsaladan",bigarren platerak,entsalada,"https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Hegaluzea_Asiako_erara,_udaberriko_entsaladan"
barazkia,Hostopil koka,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Hostopil_koka
barazkia,Hostopila odolki eta barazkiz beteta,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Hostopila_odolki_eta_barazkiz_beteta
barazkia,"Kardua, urdaiazpiko eta arrautza eskalfatuarekin",lehen platerak,,"https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Kardua,_urdaiazpiko_eta_arrautza_eskalfatuarekin"
barazkia,"Legatz xerrak plantxan, barazki eta baratxuri freskoekin",bigarren platerak,plantxan,"https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Legatz_xerrak_plantxan,_barazki_eta_baratxuri_freskoekin"
barazkia,"Legatza plantxan, barazkiekin",bigarren platerak,plantxan,"https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Legatza_plantxan,_barazkiekin"
barazkia,"Legatza plantxan, kuia txikiarekin eta pipermorroekin",bigarren platerak,plantxan,"https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Legatza_plantxan,_kuia_txikiarekin_eta_pipermorroekin"
barazkia,Leka eta txanpiak otarrainxkekin,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Leka_eta_txanpiak_otarrainxkekin
barazkia,Leka freskoak txipiroi eta tipula goxatuarekin,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Leka_freskoak_txipiroi_eta_tipula_goxatuarekin
barazkia,Odolkiz beteriko brik orriak babarrun kremarekin,lehen platerak,kremak,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Odolkiz_beteriko_brik_orriak_babarrun_kremarekin
barazkia,Olagarro entsalada epela,lehen platerak,entsalada,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Olagarro_entsalada_epela
barazkia,Otarrainxkaz eta barazkiz beteriko kirriskatsuak,lehen platerak,frijitu,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Otarrainxkaz_eta_barazkiz_beteriko_kirriskatsuak
barazkia,Perrexil olio saltsa,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Perrexil_olio_saltsa
barazkia,Pesto saltsa,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Pesto_saltsa
barazkia,Tabbuleh entsalada,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Tabbuleh_entsalada
barazkia,Tagliatelle freskoak barazki eta curryarekin,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Tagliatelle_freskoak_barazki_eta_curryarekin
barazkia,Tuterako kukuluak brie gazta eta txipiroiekin,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Tuterako_kukuluak_brie_gazta_eta_txipiroiekin
barazkia,Txekor azpizuna txanpiñoi eta curryarekin,bigarren platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txekor_azpizuna_txanpi%C3%B1oi_eta_curryarekin
barazkia,"Txekor tripaki eta muturrak, Bizkaiko saltsan",bigarren platerak,,"https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txekor_tripaki_eta_muturrak,_Bizkaiko_saltsan"
barazkia,Txipiroiak plantxan tipula goxatu eta letxugarekin,lehen platerak,plantxan,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txipiroiak_plantxan_tipula_goxatu_eta_letxugarekin
barazkia,"Txitxarroa plantxan piper erre, tipula eta gari zainzuriekin",bigarren platerak,plantxan,"https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txitxarroa_plantxan_piper_erre,_tipula_eta_gari_zainzuriekin"
barazkia,Udaberriko txinatar biribilkiak,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Udaberriko_txinatar_biribilkiak
barazkia,Udako entsalada,lehen platerak,entsalada,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Udako_entsalada
barraskiloak,Barraskilo salteatuak,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Barraskilo_salteatuak
barraskiloak,Barraskiloak bizkaitar erara,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Barraskiloak_bizkaitar_erara
barraskiloak,Barraskiloak parrillan,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Barraskiloak_parrillan
esnekiak,Arroz esnea 2,azkenburukoak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Arroz_esnea_2
esnekiak,Esne frijitua,azkenburukoak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Esne_frijitua
esnekiak,Esne frijituak,azkenburukoak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Esne_frijituak
esnekiak,Gazta eta urdai egosi frijituak,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Gazta_eta_urdai_egosi_frijituak
esnekiak,Gazta izozkia,azkenburukoak,kremak,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Gazta_izozkia
esnekiak,Gazta krema,,kremak,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Gazta_krema
esnekiak,Gazta kroketak,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Gazta_kroketak
esnekiak,Gazta tarta labean,azkenburukoak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Gazta_tarta_labean
esnekiak,Gazta tarta mugurdi mermeladarekin,azkenburukoak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Gazta_tarta_mugurdi_mermeladarekin
esnekiak,Gazta urdin kanape edo pintxoa,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Gazta_urdin_kanape_edo_pintxoa
esnekiak,Gazta urdin krema kanapea,,kremak,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Gazta_urdin_krema_kanapea
esnekiak,Gaztaz beteriko ravioliak txanpiñoi eta txirla kremarekin,lehen platerak,kremak,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Gaztaz_beteriko_ravioliak_txanpi%C3%B1oi_eta_txirla_kremarekin
fruta,Ananaz beteriko krepeak,azkenburukoak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Ananaz_beteriko_krepeak
fruta,Baso fruituen saltsa,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Baso_fruituen_saltsa
fruta,Etxeko bizkotxoa marrubiekin eta esne gainarekin,azkenburukoak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Etxeko_bizkotxoa_marrubiekin_eta_esne_gainarekin
fruta,Fruta gelatina bainua,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Fruta_gelatina_bainua
fruta,Fruta mazedonia,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Fruta_mazedonia
fruta,Fruta moussea,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Fruta_moussea
fruta,Guakamole txalupa otarrainxkekin,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Guakamole_txalupa_otarrainxkekin
fruta,Guakamolea,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Guakamolea
fruta,Guakamoleta,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Guakamoleta
fruta,Irasagarra 2,azkenburukoak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Irasagarra_2
fruta,Marrubi eta kremazko hostopilak,azkenburukoak,kremak,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Marrubi_eta_kremazko_hostopilak
fruta,Marrubi gelatina,azkenburukoak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Marrubi_gelatina
fruta,Marrubi izozkia,azkenburukoak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Marrubi_izozkia
fruta,Marrubi marmelada,azkenburukoak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Marrubi_marmelada
fruta,Marrubi tarta,azkenburukoak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Marrubi_tarta
fruta,Marrubi tarta 2,azkenburukoak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Marrubi_tarta_2
fruta,Marrubiak esne-gain krema eta almendrekin,azkenburukoak,kremak,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Marrubiak_esne-gain_krema_eta_almendrekin
fruta,"Porru entsalada, guakamole eta izokin ketuarekin",lehen platerak,entsalada,"https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Porru_entsalada,_guakamole_eta_izokin_ketuarekin"
fruta,Sagar tarta 2,azkenburukoak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Sagar_tarta_2
fruta,Sagar tatin gozoa,azkenburukoak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Sagar_tatin_gozoa
fruta,Udare purea,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Udare_purea
fruta,Udarea ardotan,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Udarea_ardotan
fruta,Udareak urazukretan,azkenburukoak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Udareak_urazukretan
haragia,Albondigak tomate saltsan,bigarren platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Albondigak_tomate_saltsan
haragia,"Arroz odolkia, piper eta galeper arrautzekin",lehen platerak,,"https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Arroz_odolkia,_piper_eta_galeper_arrautzekin"
haragia,Arrozezko odolki kruxpetak piper kremarekin,lehen platerak,kremak,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Arrozezko_odolki_kruxpetak_piper_kremarekin
haragia,Azpizuna plantxan,,plantxan,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Azpizuna_plantxan
haragia,Bexamelaz eginiko haragi betegaia,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Bexamelaz_eginiko_haragi_betegaia
haragia,Biribilkia saltsan,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Biribilkia_saltsan
haragia,Bruselazak borraja eta urdaiazpikoarekin,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Bruselazak_borraja_eta_urdaiazpikoarekin
haragia,Galiziar haragi enpanada,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Galiziar_haragi_enpanada
haragia,Haragi betegaia,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Haragi_betegaia
haragia,Haragi bolak barazki saltsan,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Haragi_bolak_barazki_saltsan
haragia,Haragi bolak tomate saltsan,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Haragi_bolak_tomate_saltsan
haragia,Haragi carpaccioa,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Haragi_carpaccioa
haragia,Haragi egosiz eta txanpinoiz beteriko piperrak,bigarren platerak,egosi,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Haragi_egosiz_eta_txanpinoiz_beteriko_piperrak
haragia,Haragi enpanada,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Haragi_enpanada
haragia,Haragi enpanadilla,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Haragi_enpanadilla
haragia,Haragi gisatua,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Haragi_gisatua
haragia,Haragi kaneloiak,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Haragi_kaneloiak
haragia,Haragi kroketak,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Haragi_kroketak
haragia,Haragi lasagna,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Haragi_lasagna
haragia,Haragi ragouta,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Haragi_ragouta
haragia,Haragia tartar eran,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Haragia_tartar_eran
haragia,Haragizko piper beteak,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Haragizko_piper_beteak
haragia,Takoen betegai edo haragizko tinga,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Takoen_betegai_edo_haragizko_tinga
haragia,"Tomate, mozzarella, barrengorri eta urdaiazpiko pizza",bigarren platerak,,"https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Tomate,_mozzarella,_barrengorri_eta_urdaiazpiko_pizza"
haragia,"Tripaki, behi mutur, edo txerri hanka egosiak",,,"https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Tripaki,_behi_mutur,_edo_txerri_hanka_egosiak"
haragia,"Txanpinoi txapelak plantxan, arroz odolkiarekin",lehen platerak,plantxan,"https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txanpinoi_txapelak_plantxan,_arroz_odolkiarekin"
haragia,Txerri iberiar Sekretoa parrilan Gernikako piperrekin,,plantxan,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txerri_iberiar_Sekretoa_parrilan_Gernikako_piperrekin
haragia,Txerri iberiarraren presa carpaccioa.jpg,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txerri_iberiarraren_presa_carpaccioa.jpg
itsaskia,Abakando errea,,erre,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Abakando_errea
itsaskia,Arroza abakandoarekin,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Arroza_abakandoarekin
itsaskia,Arroza Txibiekin,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Arroza_Txibiekin
itsaskia,Arroza Txipiroiekin,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Arroza_Txipiroiekin
itsaskia,Barazki eta txipiroi entsalada,lehen platerak,entsalada,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Barazki_eta_txipiroi_entsalada
itsaskia,Barazki eta txipiroi risotoa,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Barazki_eta_txipiroi_risotoa
itsaskia,Barazki eta txipiroi risottoa,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Barazki_eta_txipiroi_risottoa
itsaskia,Buia maionesarekin,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Buia_maionesarekin
itsaskia,Fideua txibiekin,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Fideua_txibiekin
itsaskia,Ganbak baratxuritan,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Ganbak_baratxuritan
itsaskia,Ganbak plantxan edo parrilan,,plantxan,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Ganbak_plantxan_edo_parrilan
itsaskia,Ganbak plantxan edo zartaginean,,plantxan,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Ganbak_plantxan_edo_zartaginean
itsaskia,Ganbaz beteriko txipiroi frijitua,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Ganbaz_beteriko_txipiroi_frijitua
itsaskia,Itsas paella,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Itsas_paella
itsaskia,Itsaski krema,,kremak,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Itsaski_krema
itsaskia,Itsaski paella,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Itsaski_paella
itsaskia,Izkira egosiak,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Izkira_egosiak
itsaskia,Lanperna egosiak,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Lanperna_egosiak
itsaskia,Legatza saltsa berdean txirla eta kokotxekin,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Legatza_saltsa_berdean_txirla_eta_kokotxekin
itsaskia,Mihi-arrain popietak ganbekin txakolin saltsan,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Mihi-arrain_popietak_ganbekin_txakolin_saltsan
itsaskia,Muskuilu goxatuak,bigarren platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Muskuilu_goxatuak
itsaskia,Muskuilu krema,,kremak,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Muskuilu_krema
itsaskia,Otarrainxka egosiak,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Otarrainxka_egosiak
itsaskia,Otarrainxka eta onddo milorria,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Otarrainxka_eta_onddo_milorria
