ingredient_group,recipe,order,technique,url
itsaskia,Otarrainxka plantxan edo zartaginean,,plantxan,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Otarrainxka_plantxan_edo_zartaginean
itsaskia,Otarrainxkak ziza kremarekin eta arrautzekin,bigarren platerak,kremak,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Otarrainxkak_ziza_kremarekin_eta_arrautzekin
itsaskia,Otarrainxkaz eta barazkiz beteriko kirriskatsuak,lehen platerak,frijitu,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Otarrainxkaz_eta_barazkiz_beteriko_kirriskatsuak
itsaskia,Raf tomatea txipiekin,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Raf_tomatea_txipiekin
itsaskia,Tagliatelleak otarrainxka eta txirlekin,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Tagliatelleak_otarrainxka_eta_txirlekin
itsaskia,Txibi frijituak,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txibi_frijituak
itsaskia,Txipiroi begi handiak bere tintan,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txipiroi_begi_handiak_bere_tintan
itsaskia,Txipiroi frijituak,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txipiroi_frijituak
itsaskia,Txipiroi tinta saltsa,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txipiroi_tinta_saltsa
itsaskia,Txipiroiak bere tintan,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txipiroiak_bere_tintan
itsaskia,Txipiroiak Pelaio erara,bigarren platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txipiroiak_Pelaio_erara
itsaskia,Txipiroiak pelaio erara,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txipiroiak_pelaio_erara
itsaskia,Txipiroiak plantxan,,plantxan,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txipiroiak_plantxan
itsaskia,Txipiroiak plantxan tipula goxatu eta letxugarekin,lehen platerak,plantxan,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txipiroiak_plantxan_tipula_goxatu_eta_letxugarekin
itsaskia,Txirla handiak plantxan,,plantxan,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txirla_handiak_plantxan
itsaskia,Txirlak marinel erara,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txirlak_marinel_erara
itsaskia,Txirlak saltsa berdean,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txirlak_saltsa_berdean
itsaskia,Txirlak zartagian,,plantxan,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txirlak_zartagian
lekaleak,Baba egosia,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Baba_egosia
lekaleak,Babak ilarrekin,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Babak_ilarrekin
lekaleak,Babak urdaiazpikoarekin,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Babak_urdaiazpikoarekin
lekaleak,Babarrun zuriak,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Babarrun_zuriak
lekaleak,Bijiliako Txitxirioak,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Bijiliako_Txitxirioak
lekaleak,Frantziar lekak perretxiko eta otarrainxkekin,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Frantziar_lekak_perretxiko_eta_otarrainxkekin
lekaleak,"Garaiko ilarrak, patata, ziazerba eta txirlekin",bigarren platerak,,"https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Garaiko_ilarrak,_patata,_ziazerba_eta_txirlekin"
lekaleak,Garbantzuak tripakiekin,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Garbantzuak_tripakiekin
lekaleak,Ilar budina,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Ilar_budina
lekaleak,Ilar egosia,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Ilar_egosia
lekaleak,Ilar krema,,kremak,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Ilar_krema
lekaleak,Ilarrak urdaiazpikoarekin,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Ilarrak_urdaiazpikoarekin
lekaleak,Kokotxak leka eta tomate konpotarekin,bigarren platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Kokotxak_leka_eta_tomate_konpotarekin
lekaleak,Leka eta txanpiak otarrainxkekin,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Leka_eta_txanpiak_otarrainxkekin
lekaleak,Leka freskoak txipiroi eta tipula goxatuarekin,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Leka_freskoak_txipiroi_eta_tipula_goxatuarekin
lekaleak,Tolosako babarrunak,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Tolosako_babarrunak
lekaleak,Txitxirioak,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txitxirioak
oliba olioa,Alberjinia beteak haragi xehatuarekin,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Alberjinia_beteak_haragi_xehatuarekin
oliba olioa,Andaluziako gazpatxoa,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Andaluziako_gazpatxoa
oliba olioa,Antxoa frijituak,bigarren platerak,frijitu,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Antxoa_frijituak
oliba olioa,Antxoak tipulin eta baratxuri freskoekin,bigarren platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Antxoak_tipulin_eta_baratxuri_freskoekin
oliba olioa,Arkume izterra labean barazkiekin,bigarren platerak,labekatu,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Arkume_izterra_labean_barazkiekin
oliba olioa,Arkumea txilindronean,bigarren platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Arkumea_txilindronean
oliba olioa,Arrautzak kardu eta kutixiekin,bigarren platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Arrautzak_kardu_eta_kutixiekin
oliba olioa,Arroza txipiroiekin,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Arroza_txipiroiekin
oliba olioa,Atun mendrezka plantxan tomate eta otarrainxkekin,bigarren platerak,plantxan,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Atun_mendrezka_plantxan_tomate_eta_otarrainxkekin
oliba olioa,Bakailao brandada piperrekin eta ziazerbekin,bigarren platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Bakailao_brandada_piperrekin_eta_ziazerbekin
oliba olioa,"Bakailao carpaccioa, ziza eta pinaziekin",bigarren platerak,carpaccio,"https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Bakailao_carpaccioa,_ziza_eta_pinaziekin"
oliba olioa,Bakailao eta piper erre entsalada epela,lehen platerak,entsalada,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Bakailao_eta_piper_erre_entsalada_epela
oliba olioa,Bakailao kokotxak gari zainzuri eta piper freskoekin,bigarren platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Bakailao_kokotxak_gari_zainzuri_eta_piper_freskoekin
oliba olioa,"Bakailao konfitatua, basmati arrozarekin eta ziazerbekin",bigarren platerak,,"https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Bakailao_konfitatua,_basmati_arrozarekin_eta_ziazerbekin"
oliba olioa,Barazki eta otarrainxka risottoa,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Barazki_eta_otarrainxka_risottoa
oliba olioa,Barazki eta txipiroi entsalada,lehen platerak,entsalada,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Barazki_eta_txipiroi_entsalada
oliba olioa,Barazki eta txipiroi risotoa,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Barazki_eta_txipiroi_risotoa
oliba olioa,Barazki eta txipiroi risottoa,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Barazki_eta_txipiroi_risottoa
oliba olioa,Barazki eta zapo risotoa,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Barazki_eta_zapo_risotoa
oliba olioa,Barazki krepeak,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Barazki_krepeak
oliba olioa,Barazki menestra 2,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Barazki_menestra_2
oliba olioa,Barbarin arraintxoak plantxan ziazerba eta otarrainxkekin,bigarren platerak,plantxan,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Barbarin_arraintxoak_plantxan_ziazerba_eta_otarrainxkekin
oliba olioa,Baserriko ogi tosta berezia,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Baserriko_ogi_tosta_berezia
oliba olioa,Basmati arroza entsaladan,lehen platerak,entsalada,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Basmati_arroza_entsaladan
oliba olioa,Basurdea saltsan,bigarren platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Basurdea_saltsan
oliba olioa,Eperrak saltsan,bigarren platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Eperrak_saltsan
oliba olioa,Erreboiloa basmati arrozarekin eta lekekin,bigarren platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Erreboiloa_basmati_arrozarekin_eta_lekekin
oliba olioa,Fideua barazki eta muskuiluekin,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Fideua_barazki_eta_muskuiluekin
oliba olioa,Fideua otarrainxka eta barazkiekin,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Fideua_otarrainxka_eta_barazkiekin
oliba olioa,"Fideua, barazki eta otarrainxkekin",lehen platerak,,"https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Fideua,_barazki_eta_otarrainxkekin"
oliba olioa,Frantziar lekak perretxiko eta otarrainxkekin,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Frantziar_lekak_perretxiko_eta_otarrainxkekin
oliba olioa,Garaiko barazki burruntzia,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Garaiko_barazki_burruntzia
oliba olioa,Garbantzuak tripakiekin,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Garbantzuak_tripakiekin
oliba olioa,"Gari zainzuriak plantxan, txipiroiekin",lehen platerak,plantxan,"https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Gari_zainzuriak_plantxan,_txipiroiekin"
oliba olioa,Guakamole txalupa otarrainxkekin,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Guakamole_txalupa_otarrainxkekin
oliba olioa,Haragi egosiz eta txanpinoiz beteriko piperrak,bigarren platerak,egosi,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Haragi_egosiz_eta_txanpinoiz_beteriko_piperrak
oliba olioa,"Hegaluze entsalada, otarrainxka eta piper gorriz eginiko tar-tarrarekin",lehen platerak,entsalada,"https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Hegaluze_entsalada,_otarrainxka_eta_piper_gorriz_eginiko_tar-tarrarekin"
oliba olioa,"Hegaluze, ahuakate eta piper tartarra",bigarren platerak,,"https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Hegaluze,_ahuakate_eta_piper_tartarra"
oliba olioa,"Hegaluzea Asiako erara, udaberriko entsaladan",bigarren platerak,entsalada,"https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Hegaluzea_Asiako_erara,_udaberriko_entsaladan"
oliba olioa,Hostopil koka,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Hostopil_koka
oliba olioa,Itsas paella,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Itsas_paella
oliba olioa,Kalabazin txalupak otarrainxka eta ziazerbaz beteak,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Kalabazin_txalupak_otarrainxka_eta_ziazerbaz_beteak
oliba olioa,Kokotxak leka eta tomate konpotarekin,bigarren platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Kokotxak_leka_eta_tomate_konpotarekin
oliba olioa,Kuia krema otarrainxkekin,lehen platerak,kremak,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Kuia_krema_otarrainxkekin
oliba olioa,"Kuia txikiz eginiko milorria, bakailaoz betea",lehen platerak,,"https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Kuia_txikiz_eginiko_milorria,_bakailaoz_betea"
oliba olioa,"Kuia, tomate eta Kantauriko antxoa lasagna",lehen platerak,,"https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Kuia,_tomate_eta_Kantauriko_antxoa_lasagna"
oliba olioa,"Legatza barazkiekin, papillote erara",bigarren platerak,,"https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Legatza_barazkiekin,_papillote_erara"
oliba olioa,Legatza otarrainxka saldarekin eta txirlekin,bigarren platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Legatza_otarrainxka_saldarekin_eta_txirlekin
oliba olioa,"Legatza plantxan, barazkiekin",bigarren platerak,plantxan,"https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Legatza_plantxan,_barazkiekin"
oliba olioa,"Legatza plantxan, kuia txikiarekin eta pipermorroekin",bigarren platerak,plantxan,"https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Legatza_plantxan,_kuia_txikiarekin_eta_pipermorroekin"
oliba olioa,Leka eta txanpiak otarrainxkekin,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Leka_eta_txanpiak_otarrainxkekin
oliba olioa,Leka freskoak txipiroi eta tipula goxatuarekin,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Leka_freskoak_txipiroi_eta_tipula_goxatuarekin
oliba olioa,Nafarroako pikillo piperrak bakailaoz beteak,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Nafarroako_pikillo_piperrak_bakailaoz_beteak
oliba olioa,Nafarroako zainzuriak bakailao kokotxekin,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Nafarroako_zainzuriak_bakailao_kokotxekin
oliba olioa,Nafarroako zainzuriak onddoz beteak,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Nafarroako_zainzuriak_onddoz_beteak
oliba olioa,Odolki kurruskatsuak pikillo piperrekin eta azarekin,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Odolki_kurruskatsuak_pikillo_piperrekin_eta_azarekin
oliba olioa,Odolkiz beteriko brik orriak babarrun kremarekin,lehen platerak,kremak,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Odolkiz_beteriko_brik_orriak_babarrun_kremarekin
oliba olioa,Oilagorrak saltsan,bigarren platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Oilagorrak_saltsan
oliba olioa,Oilasko izterrak txanpinoi krema eta curryarekin,bigarren platerak,kremak,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Oilasko_izterrak_txanpinoi_krema_eta_curryarekin
oliba olioa,Onddo 'carpaccio'a,lehen platerak,carpaccio,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Onddo_%27carpaccio%27a
oliba olioa,Onddoak papillote erara,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Onddoak_papillote_erara
oliba olioa,"Onddoz beteriko kiribil kurruskatsua, kuia kremarekin",lehen platerak,kremak,"https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Onddoz_beteriko_kiribil_kurruskatsua,_kuia_kremarekin"
oliba olioa,Orburu 'txips'-ak eta orburu egosiak,bigarren platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Orburu_%27txips%27-ak_eta_orburu_egosiak
oliba olioa,"Orburu pintxoa urdaiazpiko, tomate eta piperrekin",lehen platerak,,"https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Orburu_pintxoa_urdaiazpiko,_tomate_eta_piperrekin"
oliba olioa,"Orburua, arroz odolkia eta arrautza gorringoa plantxan",lehen platerak,plantxan,"https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Orburua,_arroz_odolkia_eta_arrautza_gorringoa_plantxan"
oliba olioa,"Orburuak entsaladan, raf tomateekin",lehen platerak,entsalada,"https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Orburuak_entsaladan,_raf_tomateekin"
oliba olioa,Orburuak urdaiazpiko eta arrautza galdarraztatuekin,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Orburuak_urdaiazpiko_eta_arrautza_galdarraztatuekin
oliba olioa,Orburuak urdaiazpikoarekin eta Beasaingo odolkiarekin,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Orburuak_urdaiazpikoarekin_eta_Beasaingo_odolkiarekin
oliba olioa,"Orburuak, urdaiazpiko, ziazerba eta Beasaingo odolkiarekin",lehen platerak,,"https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Orburuak,_urdaiazpiko,_ziazerba_eta_Beasaingo_odolkiarekin"
oliba olioa,Otarrainxka eta onddo milorria,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Otarrainxka_eta_onddo_milorria
oliba olioa,Otarrainxkak ziza kremarekin eta arrautzekin,bigarren platerak,kremak,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Otarrainxkak_ziza_kremarekin_eta_arrautzekin
oliba olioa,Pasta freskoa 2,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Pasta_freskoa_2
oliba olioa,"Patata berri, zainzuri eta izokin ketu entsalada",lehen platerak,entsalada,"https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Patata_berri,_zainzuri_eta_izokin_ketu_entsalada"
oliba olioa,Patatak errioxar erara 2,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Patatak_errioxar_erara_2
oliba olioa,Pikillo piperrak odolkiz beteak,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Pikillo_piperrak_odolkiz_beteak
oliba olioa,Piper eta atun entsalada,lehen platerak,entsalada,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Piper_eta_atun_entsalada
oliba olioa,Piper morro erreak plantxan bakailao kokotxekin,lehen platerak,erre,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Piper_morro_erreak_plantxan_bakailao_kokotxekin
oliba olioa,"Porru entsalada, guakamole eta izokin ketuarekin",lehen platerak,entsalada,"https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Porru_entsalada,_guakamole_eta_izokin_ketuarekin"
oliba olioa,Porru eta otarrainxka entsalada,lehen platerak,entsalada,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Porru_eta_otarrainxka_entsalada
oliba olioa,Raf tomatea ahuntz gaztarekin,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Raf_tomatea_ahuntz_gaztarekin
oliba olioa,Raf tomatea txipiekin,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Raf_tomatea_txipiekin
oliba olioa,"Raf tomateen entsalada, bakailaoarekin eta barazkiekin",lehen platerak,entsalada,"https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Raf_tomateen_entsalada,_bakailaoarekin_eta_barazkiekin"
oliba olioa,Tagliateliak antxoa eta cherry tomateekin,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Tagliateliak_antxoa_eta_cherry_tomateekin
oliba olioa,Tagliatelle freskoak barazki eta curryarekin,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Tagliatelle_freskoak_barazki_eta_curryarekin
oliba olioa,Tagliatelleak otarrainxka eta txirlekin,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Tagliatelleak_otarrainxka_eta_txirlekin
oliba olioa,Tomate entsalada bakailaoarekin,lehen platerak,entsalada,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Tomate_entsalada_bakailaoarekin
oliba olioa,Tomate entsalada gula eta leka freskoekin,lehen platerak,entsalada,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Tomate_entsalada_gula_eta_leka_freskoekin
oliba olioa,Tuterako kukuluak brie gazta eta txipiroiekin,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Tuterako_kukuluak_brie_gazta_eta_txipiroiekin
oliba olioa,"Tuterako orburuak txerri solomo, kalabazin eta curryarekin",lehen platerak,,"https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Tuterako_orburuak_txerri_solomo,_kalabazin_eta_curryarekin"
oliba olioa,Txanpinoi txapelak orburu eta ziazerbaz beteak,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txanpinoi_txapelak_orburu_eta_ziazerbaz_beteak
oliba olioa,"Txanpinoi txapelak plantxan, arroz odolkiarekin",lehen platerak,plantxan,"https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txanpinoi_txapelak_plantxan,_arroz_odolkiarekin"
oliba olioa,"Txanpinoi txapelak plantxan, onddo kremarekin",lehen platerak,kremak,"https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txanpinoi_txapelak_plantxan,_onddo_kremarekin"
oliba olioa,Txekor azpizuna asiar erara,bigarren platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txekor_azpizuna_asiar_erara
oliba olioa,Txekor azpizuna orburuekin eta Idiazabalgo gaztaren saltsarekin,bigarren platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txekor_azpizuna_orburuekin_eta_Idiazabalgo_gaztaren_saltsarekin
oliba olioa,Txekor azpizuna txanpiñoi eta curryarekin,bigarren platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txekor_azpizuna_txanpi%C3%B1oi_eta_curryarekin
oliba olioa,Txekor masailak onddoekin eta arrozarekin,bigarren platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txekor_masailak_onddoekin_eta_arrozarekin
oliba olioa,Txekor masailak saltsan,bigarren platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txekor_masailak_saltsan
oliba olioa,"Txekor tripaki eta muturrak, Bizkaiko saltsan",bigarren platerak,,"https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txekor_tripaki_eta_muturrak,_Bizkaiko_saltsan"
oliba olioa,Txerri azpizuna onddoz beteta eta Roquefort saltsarekin,bigarren platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txerri_azpizuna_onddoz_beteta_eta_Roquefort_saltsarekin
oliba olioa,"Txerri azpizuna, txanpinoi eta Roquefort gaztarekin",bigarren platerak,,"https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txerri_azpizuna,_txanpinoi_eta_Roquefort_gaztarekin"
oliba olioa,Txerri masailak saltsan,bigarren platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txerri_masailak_saltsan
oliba olioa,Txipiroiak Pelaio erara,bigarren platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txipiroiak_Pelaio_erara
oliba olioa,Txipiroiak plantxan tipula goxatu eta letxugarekin,lehen platerak,plantxan,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txipiroiak_plantxan_tipula_goxatu_eta_letxugarekin
oliba olioa,Txitxarroa piperrada eta patata purearekin,bigarren platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txitxarroa_piperrada_eta_patata_purearekin
oliba olioa,"Txitxarroa plantxan piper erre, tipula eta gari zainzuriekin",bigarren platerak,plantxan,"https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txitxarroa_plantxan_piper_erre,_tipula_eta_gari_zainzuriekin"
oliba olioa,Udaberriko txinatar biribilkiak,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Udaberriko_txinatar_biribilkiak
oliba olioa,Udako entsalada,lehen platerak,entsalada,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Udako_entsalada
oliba olioa,Untxia eta txanpiñoiak oporto erara,bigarren platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Untxia_eta_txanpi%C3%B1oiak_oporto_erara
oliba olioa,Usoak saltsan,bigarren platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Usoak_saltsan
oliba olioa,Zainzuri freskoak udaberriko olio ozpinarekin,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Zainzuri_freskoak_udaberriko_olio_ozpinarekin
oliba olioa,"Zainzuri frijituak, ziazerba kremarekin",lehen platerak,frijitu,"https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Zainzuri_frijituak,_ziazerba_kremarekin"
oliba olioa,Zainzuriak barazki ozpin-olioarekin,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Zainzuriak_barazki_ozpin-olioarekin
oliba olioa,"Zapo, kuia txiki eta txanpiñoi brotxetak",bigarren platerak,,"https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Zapo,_kuia_txiki_eta_txanpi%C3%B1oi_brotxetak"
pasta,Fideua otarrainxka eta barazkiekin,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Fideua_otarrainxka_eta_barazkiekin
